GeneID	Length	36808_FFPE_control	43323_FFPE_control	43917_FFPE_od	44331_FFPE_od	45726_FFPE_control	47198_FFPE_control	50276_FFPE_control	50315_FFPE_control	50416_FFPE_od	51234_FFPE_od	60126_FFPE_control	60126_FF_control	60127_FFPE_od	60127_FF_od	60177_FFPE_od	60459_FF_control	60460_FFPE_control	60460_FF_control	60461_FFPE_od	60461_FF_od	60462_FF_control	60462_FFPE_control	60516_FF_control	60629_FF_control	60631_FF_od	60636_FFPE_od	60636_FF_od	60679_FFPE_od	60679_FF_od	60749_FFPE_od	60749_FF_od	60792_FFPE_od	61478_FFPE_control
ENSCAFG00000028430	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000042151	271	850	187	117	211	665	601	309	226	112	87	64	24	38	11	222	21	72	95	18	18	40	49	39	24	177	107	59	63	13	155	18	759	188
ENSCAFG00000042571	2867	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	6	10	0	0	0	2	1	0	0	1	0	0	0
ENSCAFG00000050030	2393	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	2	0	0	0	2	14	0	0	0	0	0	1	0	1	0	1	0
ENSCAFG00000013030	2023	288	172	114	325	171	250	162	23	210	198	3600	2670	611	2189	253	2032	918	1738	658	2094	2817	81	1986	1695	1303	321	2082	335	1864	748	696	172	267
ENSCAFG00000013057	4283	6	4	2	18	5	10	3	0	1	1	54	44	29	48	3	26	11	25	9	33	96	23	52	31	9	7	68	9	26	9	10	1	2
ENSCAFG00000043247	94	1	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	2	0	0	0
ENSCAFG00000013075	2854	409	343	183	451	105	352	363	23	331	270	2316	1930	1080	1731	302	972	748	915	649	1456	1566	80	940	896	883	384	1457	454	1871	1287	1009	326	560
ENSCAFG00000044921	1162	2	0	1	0	9	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	2	6	0	0	0	0	0	0	0	0	1	0	0
ENSCAFG00000013092	2566	17	13	16	39	5	24	6	0	136	111	235	238	314	437	23	101	51	64	76	150	176	29	142	76	94	48	121	54	101	330	340	16	35
ENSCAFG00000030645	107	27	7	10	14	7	5	4	6	16	11	1	0	6	2	9	0	1	0	2	0	1	12	0	0	0	6	0	6	0	0	0	15	3
ENSCAFG00000013101	2487	678	550	99	613	469	848	628	39	57	103	18614	13464	1528	4733	137	4694	2752	5204	892	1770	12892	279	2659	4543	243	227	3031	325	2446	635	558	95	509
ENSCAFG00000049276	1971	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000013171	2511	144	125	90	231	113	177	103	4	216	250	1393	1162	750	1353	122	867	287	739	403	890	1068	81	720	836	514	312	1008	295	767	296	382	68	126
ENSCAFG00000032071	986	284	153	123	200	141	235	235	6	294	312	2318	2055	826	1715	178	822	611	1077	527	1936	1602	103	640	848	1157	443	894	560	1559	406	569	131	253
ENSCAFG00000041092	587	8	2	0	4	5	5	1	0	0	1	45	39	26	22	0	9	8	24	12	31	39	5	8	21	5	1	11	1	19	2	4	0	6
ENSCAFG00000031756	100	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0
ENSCAFG00000013228	3825	415	603	52	709	353	523	441	7	61	131	16967	12006	2232	5257	135	7104	1481	9325	1002	1755	10860	380	3931	6906	400	241	3022	412	3028	302	280	120	573
ENSCAFG00000013260	1956	4	0	1	1	0	1	0	0	0	0	2	7	0	0	3	1	0	10	0	0	5	0	15	3	4	3	9	1	9	1	0	1	0
ENSCAFG00000013262	782	5	4	2	2	0	0	5	0	0	0	34	25	12	12	1	74	33	53	9	2	39	17	41	3	0	3	35	3	10	0	0	0	1
ENSCAFG00000013272	2139	29	29	41	88	62	74	74	11	50	146	349	362	208	416	55	288	172	352	168	605	448	34	265	271	275	89	344	107	349	162	191	101	93
ENSCAFG00000013284	1670	252	81	40	151	140	124	111	13	49	23	2261	1728	450	1213	35	1142	462	1165	206	315	1558	54	760	1124	152	136	688	210	1039	90	106	43	140
ENSCAFG00000025871	102	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013325	2988	15	0	2	5	0	1	3	0	2	0	80	60	32	31	3	49	12	41	19	15	64	31	26	45	0	5	26	10	23	7	4	0	2
ENSCAFG00000043990	2139	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	3	1	8	1	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000045642	1147	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	4	4	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000049562	615	0	0	0	1	0	0	1	0	0	0	0	2	5	0	0	0	0	1	0	0	2	4	1	3	0	0	1	0	0	0	0	0	0
ENSCAFG00000041765	1033	0	1	1	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	0	0	1	1	0
ENSCAFG00000049847	1425	0	0	0	8	0	2	0	0	0	0	1	4	7	6	1	1	2	0	1	6	7	8	0	2	0	0	5	1	0	4	2	0	1
ENSCAFG00000044782	3873	2	0	0	8	11	2	3	0	0	0	2	3	7	3	0	7	10	4	7	1	16	24	5	3	1	6	3	5	0	0	1	2	0
ENSCAFG00000046250	1257	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	2	0
ENSCAFG00000043343	3306	0	0	0	0	0	2	0	0	0	0	2	1	0	3	0	0	0	1	0	1	9	2	1	2	0	0	2	0	3	4	2	0	4
ENSCAFG00000045979	927	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0
ENSCAFG00000047203	1081	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013351	3557	29	28	3	40	70	67	29	0	4	6	519	424	136	261	27	292	85	247	86	319	319	25	136	253	2	20	160	26	108	13	4	32	41
ENSCAFG00000042784	1145	0	0	0	1	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	9	2	1	0	0	0	2	0	0	0	0	0	0
ENSCAFG00000026393	102	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013369	1529	14	21	26	18	17	14	10	5	49	139	72	92	94	638	91	58	72	129	100	1845	170	9	253	50	1025	156	434	81	465	166	301	46	66
ENSCAFG00000013388	2045	66	35	47	79	31	53	28	9	69	83	535	452	331	606	67	297	147	348	152	1180	490	27	386	273	290	146	573	76	501	263	312	36	64
ENSCAFG00000029284	770	113	41	141	171	49	58	61	8	186	315	227	283	313	1015	156	194	102	233	310	3331	396	27	756	184	881	574	1584	174	847	614	917	111	167
ENSCAFG00000048541	903	11	9	2	11	18	13	10	0	18	21	103	79	44	76	4	44	49	51	15	51	94	13	51	37	28	18	54	10	42	11	25	3	5
ENSCAFG00000013394	1167	0	0	0	2	0	1	0	0	11	2	22	21	21	28	1	1	4	11	4	9	29	8	9	7	17	3	16	6	11	16	8	0	1
ENSCAFG00000013398	2307	49	74	39	143	51	77	46	3	59	106	758	658	290	572	84	439	167	442	196	865	559	19	437	412	328	126	462	101	449	282	351	43	80
ENSCAFG00000013425	2355	194	193	221	217	134	217	248	21	505	556	1740	1512	734	1887	179	1255	658	1560	664	2868	2134	154	1529	1102	2724	673	2605	1051	3249	842	1124	189	416
ENSCAFG00000021271	106	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000026037	100	8	1	1	2	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0
ENSCAFG00000013408	2433	124	80	68	223	70	110	93	1	92	234	1344	1212	718	1371	95	939	282	824	378	1984	1898	76	1098	842	1090	316	1734	296	1524	1088	1295	42	118
ENSCAFG00000045269	724	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	5
ENSCAFG00000025188	2509	2	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
ENSCAFG00000013437	2445	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000034118	3432	0	8	0	1	1	3	14	0	1	0	18	20	8	6	0	5	0	7	1	2	13	7	6	8	0	4	6	2	6	0	0	3	4
ENSCAFG00000026318	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013476	1598	165	151	48	226	22	165	143	1	58	80	1720	1475	572	1150	56	1481	448	1537	222	677	1424	29	1156	1305	278	184	1015	199	1045	189	247	39	134
ENSCAFG00000013493	1530	74	73	16	129	64	97	62	3	22	61	1594	1355	304	771	70	924	299	1069	291	1191	1372	50	678	784	393	109	732	126	813	264	222	69	152
ENSCAFG00000013521	5557	96	68	72	138	57	88	53	12	261	324	969	952	606	1710	173	571	173	624	407	2352	1105	86	521	516	1158	264	1037	180	881	763	801	143	217
ENSCAFG00000027566	129	1	2	4	2	5	2	2	3	23	21	9	6	12	10	7	0	1	0	4	12	4	3	2	1	2	12	0	4	1	6	5	17	5
ENSCAFG00000013545	1824	29	35	7	67	0	55	28	2	0	4	411	210	16	19	27	160	40	281	38	18	399	0	264	199	13	11	458	11	87	6	3	8	26
ENSCAFG00000040840	1543	5	0	0	0	1	5	5	0	0	0	6	4	0	1	0	1	1	1	1	1	4	2	3	1	0	0	8	1	1	0	0	1	3
ENSCAFG00000013550	333	1	1	2	0	0	0	0	0	0	0	18	16	1	18	0	2	2	4	1	20	12	2	2	1	11	0	15	2	3	2	2	0	0
ENSCAFG00000013554	2292	0	1	1	3	1	0	0	0	3	7	29	22	9	29	4	13	1	12	18	78	40	2	19	13	34	6	22	7	34	13	15	4	4
ENSCAFG00000048973	1424	0	2	0	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	5	6	0	0	0	0	2	0	1	0	0	0	0
ENSCAFG00000047212	1411	0	0	0	0	0	0	1	2	0	0	2	0	1	0	0	0	0	0	0	0	6	8	1	0	0	0	2	0	0	0	0	0	0
ENSCAFG00000013570	378	0	0	0	3	0	0	0	0	0	0	3	4	1	2	2	0	1	2	1	1	1	0	1	3	4	0	1	0	0	0	1	0	0
ENSCAFG00000013579	1038	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	1	0	2	6	0	0	0	0	2	0	0	0	0	0	0
ENSCAFG00000026839	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000043251	2223	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	3	1	0	0
ENSCAFG00000048501	5526	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	4	1	0	9	9	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030760	107	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSCAFG00000045614	974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023523	1023	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013584	1062	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000036840	579	0	0	0	0	2	0	0	0	2	0	0	0	2	5	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	4
ENSCAFG00000005939	495	0	0	0	1	1	3	0	0	0	0	0	1	0	3	3	0	0	2	1	0	1	1	0	0	8	1	4	0	3	3	0	3	2
ENSCAFG00000026998	114	27	14	15	24	30	6	13	3	9	30	4	1	27	1	16	0	10	2	10	0	2	37	0	0	1	23	3	14	1	3	0	28	8
ENSCAFG00000038375	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013598	2076	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013603	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	1	2	0	0	1	0	0	0
ENSCAFG00000042628	1294	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000013604	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000024378	1044	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000045395	104	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
ENSCAFG00000045598	1050	1	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	2	6	0	0	0	4	0	1	0	0	0	0	0
ENSCAFG00000031907	1654	16	5	3	4	0	3	7	0	7	13	68	44	24	85	11	12	7	21	7	106	71	3	15	6	38	16	24	11	31	12	10	4	4
ENSCAFG00000044550	162	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000035375	655	9	17	4	18	7	20	2	0	55	22	26	26	119	67	14	4	18	7	23	43	63	4	19	2	20	46	21	59	5	50	77	35	26
ENSCAFG00000013632	2091	63	57	17	109	58	57	60	0	50	35	1074	779	387	570	31	629	219	571	139	694	1172	19	587	529	235	75	738	95	469	301	351	41	47
ENSCAFG00000013644	1557	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0
ENSCAFG00000026291	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025942	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000045935	360	7	1	3	7	8	3	0	0	2	3	23	26	2	35	8	53	11	29	8	49	28	0	30	19	32	8	21	10	50	8	21	1	4
ENSCAFG00000042115	390	0	0	0	0	0	0	0	0	0	0	6	1	4	6	0	0	0	1	1	15	3	2	0	1	2	2	2	1	7	3	0	0	0
ENSCAFG00000043117	839	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000047250	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000047478	1035	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000049923	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000042590	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000013658	1958	1	0	0	1	0	0	3	3	0	2	0	4	6	34	15	2	4	11	21	172	3	2	0	2	109	5	1	0	14	73	32	9	6
ENSCAFG00000048943	1372	0	0	0	1	1	4	3	0	0	1	6	6	5	8	0	1	4	1	2	4	7	4	17	2	4	9	25	2	6	2	5	0	0
ENSCAFG00000048375	169	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000049248	420	5	0	1	0	1	1	0	0	0	1	5	4	1	9	0	1	4	5	3	9	2	2	3	1	4	0	2	3	4	4	2	2	0
ENSCAFG00000029688	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013713	3043	39	31	5	55	25	36	25	5	43	38	327	263	109	206	9	170	72	317	67	328	434	18	281	166	145	24	273	23	147	72	57	13	28
ENSCAFG00000007484	681	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	2	0	0
ENSCAFG00000013747	3203	100	228	66	208	165	426	279	42	108	243	955	874	417	514	102	607	777	672	401	522	883	74	369	553	238	181	472	363	441	215	193	148	339
ENSCAFG00000043275	369	0	1	1	1	0	0	0	0	0	0	2	0	1	0	3	0	1	0	6	21	0	1	1	0	0	0	0	1	3	13	2	0	0
ENSCAFG00000023562	14055	724	651	443	1202	283	973	728	28	977	3035	13899	11584	5842	15236	1183	5541	1940	5727	2959	22785	10113	275	6726	5882	8914	2586	6540	2481	9924	12643	12699	1335	2820
ENSCAFG00000019304	378	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000048577	2043	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	1	0	1
ENSCAFG00000022654	107	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000048486	3024	0	0	0	0	0	0	2	0	0	0	0	0	10	3	0	0	1	0	3	0	2	1	1	0	2	3	2	0	2	4	3	0	0
ENSCAFG00000047524	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013780	450	4	3	6	6	4	1	3	0	3	1	3	9	2	17	3	4	3	8	1	4	23	1	50	6	13	4	52	0	14	5	2	0	4
ENSCAFG00000021362	111	39	15	14	5	26	53	9	2	5	5	2	1	3	0	6	0	1	0	1	0	0	13	1	0	2	6	2	17	0	3	0	17	24
ENSCAFG00000028900	2662	0	4	4	0	0	2	0	0	0	0	6	0	0	0	1	0	1	2	0	0	6	14	1	0	1	1	3	0	0	1	0	1	7
ENSCAFG00000044436	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000047129	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030853	393	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013807	3952	736	909	234	1630	766	2014	972	69	113	414	7071	6626	4125	6032	230	3690	2124	4330	754	1196	7016	221	3729	3623	1321	1163	6086	1381	4225	103	133	227	1403
ENSCAFG00000026387	111	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013842	2009	3	0	0	0	0	1	0	0	0	0	2	1	10	1	0	2	2	2	0	0	8	6	3	0	0	1	2	0	5	1	0	0	0
ENSCAFG00000044259	1269	0	0	0	2	0	0	0	0	0	0	0	2	4	0	2	0	3	0	0	1	5	2	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000027662	103	1	1	5	7	1	0	0	0	1	4	2	0	1	0	2	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	2	0
ENSCAFG00000028832	846	0	1	2	5	1	12	1	0	0	0	1	0	0	3	2	0	2	2	0	0	0	0	2	2	3	1	0	2	2	2	0	0	0
ENSCAFG00000047620	555	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	5	6	0	0	0	0	3	0	0	3	0	0	5
ENSCAFG00000043693	85	17	4	1	6	6	5	5	0	9	2	0	0	2	0	5	0	2	0	2	0	0	1	0	0	0	5	2	2	0	2	0	5	2
ENSCAFG00000024088	9967	22	203	25	147	25	51	82	0	2	8	56	48	146	150	0	97	52	43	26	26	205	24	40	64	1	13	14	18	119	1	1	3	36
ENSCAFG00000008121	759	0	3	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	1	0	2	0	4	1	0	1	0	2	0	2	0	0	0	0
ENSCAFG00000043648	1070	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000044122	999	0	2	1	2	5	3	2	0	1	2	1	1	2	1	1	0	1	3	0	1	1	0	0	0	1	3	1	1	7	2	2	1	4
ENSCAFG00000043054	393	0	1	0	0	0	0	3	0	0	0	0	2	5	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	1	0	0	0	0
ENSCAFG00000049210	306	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000013865	1247	35	57	22	91	38	59	44	3	28	62	552	885	594	1142	39	401	245	249	216	1448	1253	35	394	318	294	122	758	84	385	80	67	13	71
ENSCAFG00000024210	1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000047960	399	1	0	2	1	0	1	0	0	2	2	0	0	0	5	2	0	0	1	3	1	0	0	1	0	15	2	2	0	6	4	5	8	0
ENSCAFG00000046020	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000024521	285	0	1	1	1	0	4	1	0	2	5	6	3	4	12	0	1	3	2	1	28	5	2	2	1	6	2	7	5	6	3	4	1	12
ENSCAFG00000048247	912	4	1	5	20	9	5	2	0	3	1	24	35	24	23	5	24	11	25	10	11	34	4	21	16	17	13	9	15	22	6	12	5	10
ENSCAFG00000026728	125	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023429	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000013885	1263	7	7	1	22	0	8	10	1	1	6	59	30	21	58	1	58	38	63	13	48	50	2	107	48	27	7	114	7	47	8	9	1	3
ENSCAFG00000028577	1335	108	51	10	50	89	93	57	5	3	2	263	210	78	150	25	464	216	574	59	74	213	11	151	395	25	46	197	55	174	14	17	37	54
ENSCAFG00000013933	1871	45	41	85	75	16	31	34	3	22	85	208	200	106	276	65	160	83	132	123	466	217	18	928	86	675	222	1521	68	270	256	248	48	27
ENSCAFG00000013949	1077	21	21	8	20	5	24	1	1	4	3	82	63	16	34	4	63	37	110	10	18	92	1	121	83	21	14	100	5	62	3	8	6	20
ENSCAFG00000013955	2349	600	390	106	404	364	984	519	38	210	239	3258	2664	1361	2028	154	1668	1531	2586	574	1029	2239	157	1251	1482	561	404	952	586	1358	199	313	163	1192
ENSCAFG00000029449	107	1	1	1	5	18	3	0	0	2	5	2	2	2	0	3	2	4	0	1	2	1	1	1	1	1	2	0	0	0	2	0	5	0
ENSCAFG00000013969	3263	33	31	3	51	13	33	11	1	37	4	387	262	121	181	6	170	65	121	62	114	220	13	110	152	36	6	89	26	90	17	14	4	16
ENSCAFG00000014003	7055	87	350	126	230	171	133	79	8	440	219	701	709	742	597	118	228	306	171	256	648	386	90	294	184	449	160	293	208	326	361	383	107	212
ENSCAFG00000041985	384	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
ENSCAFG00000026879	146	0	0	0	0	0	1	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000014023	1235	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	3	0	0	5	5	0	0	0	0	0	0	0	1	0	0	0
ENSCAFG00000029992	806	5	3	2	6	0	2	3	0	25	1	56	35	9	36	1	18	8	24	2	35	30	1	26	26	21	5	29	2	37	14	13	4	0
ENSCAFG00000014051	839	864	933	434	1299	626	1290	975	89	1178	1571	2650	2095	988	1803	939	3719	2371	3396	2805	2810	1719	115	2487	3581	2854	1521	2842	1467	4922	1412	1384	957	1112
ENSCAFG00000042849	1438	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000047071	1418	1	0	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	8	0	1	0	2	0	0	0	0	0	1	0
ENSCAFG00000014056	552	68	59	16	132	69	83	32	1	13	12	354	276	89	152	33	419	80	334	78	105	386	6	401	276	134	46	526	26	303	50	32	34	45
ENSCAFG00000048592	1426	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000042329	2257	5	3	0	3	0	2	0	0	1	0	0	7	29	6	0	12	9	2	1	2	24	7	21	9	2	0	10	0	2	3	0	0	1
ENSCAFG00000046485	241	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	2	2	0	2	0	0	1	0	0	0	0	0	0
ENSCAFG00000034678	1823	2	1	0	2	0	12	1	0	0	1	1	4	19	5	1	6	3	1	2	3	13	8	13	6	0	0	6	1	2	0	0	1	1
ENSCAFG00000038028	4082	5	1	0	4	0	1	1	0	1	1	1	1	0	2	0	0	0	0	0	1	9	7	4	0	0	1	5	1	5	0	0	1	0
ENSCAFG00000044116	1583	3	1	0	1	0	1	0	0	0	0	7	8	1	1	0	2	1	3	3	0	7	3	7	11	0	0	3	0	7	0	0	0	0
ENSCAFG00000041816	1559	2	0	0	3	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	2	3	0	0	1	0	1	0	3	3	0	0	0
ENSCAFG00000049671	769	2	0	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	3	2	12	1	5	3	0	10	3	15	4	14	12	14	0	0
ENSCAFG00000049857	1617	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	3	1	0	3	6	0	0	0	0	0	0	0	0	1	0	0
ENSCAFG00000044352	1010	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0
ENSCAFG00000039664	3914	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000043629	2493	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0	0	1	6	0	0	0	1	0	0	0	0	0	0	0
